MSSV,MaMon,DiemHe10
SV03792,IT002,7.00
SV03793,ENG01,3.60
SV03793,IT002,5.50
SV03793,PHY01,8.00
SV03793,MATH03,3.90
SV03793,ENG02,3.70
SV03794,PHY01,4.20
SV03794,IT009,9.00
SV03794,ENG02,4.00
SV03794,ENG01,2.70
SV03794,MATH01,8.70
SV03794,IT003,5.70
SV03795,IT004,9.20
SV03795,IT006,3.20
SV03795,PHY01,9.80
SV03795,ENG01,7.90
SV03795,IT002,4.30
SV03795,MATH02,4.80
SV03795,IT009,4.80
SV03796,IT010,6.10
SV03796,IT005,9.20
SV03796,MATH01,7.00
SV03796,IT009,4.10
SV03796,PHY01,7.40
SV03796,MATH03,6.30
SV03796,MATH05,6.80
SV03796,ENG02,7.70
SV03797,IT002,4.60
SV03797,ENG03,9.30
SV03797,MATH04,5.60
SV03797,IT001,3.40
SV03797,IT009,2.80
SV03797,MATH03,6.30
SV03797,MATH05,3.30
SV03797,PHY02,6.60
SV03797,IT008,6.60
SV03798,MATH01,9.50
SV03798,IT005,2.10
SV03798,IT003,8.80
SV03798,IT010,7.20
SV03798,IT008,5.10
SV03798,IT009,2.90
SV03798,IT004,6.70
SV03799,MATH01,4.00
SV03799,PHY01,8.50
SV03799,IT001,3.60
SV03799,MATH02,9.70
SV03799,MATH05,9.80
SV03800,PHY02,7.60
SV03800,IT004,9.80
SV03800,IT009,5.30
SV03800,IT010,6.00
SV03800,MATH04,3.90
SV03800,IT003,8.10
SV03801,MATH01,7.20
SV03801,IT007,5.00
SV03801,IT009,4.40
SV03801,MATH05,4.90
SV03801,IT004,4.30
SV03801,IT003,7.90
SV03802,MATH03,2.40
SV03802,ENG03,4.30
SV03802,MATH02,3.50
SV03802,MATH01,6.50
SV03802,IT006,7.70
SV03803,IT006,6.10
SV03803,IT009,7.30
SV03803,PHY01,2.40
SV03803,IT008,3.30
SV03803,MATH01,6.60
SV03803,PHY02,3.30
SV03803,ENG02,6.50
SV03804,IT008,7.20
SV03804,IT007,2.20
SV03804,MATH02,5.30
SV03804,MATH04,3.20
SV03804,ENG02,9.30
SV03804,IT002,2.20
SV03804,MATH03,5.00
SV03804,IT003,4.10
SV03805,MATH02,7.70
SV03805,IT003,3.90
SV03805,ENG02,8.80
SV03805,IT001,9.20
SV03805,PHY02,10.00
SV03805,IT005,2.50
SV03805,MATH01,5.20
SV03806,PHY02,3.60
SV03806,IT008,7.40
SV03806,IT003,7.10
SV03806,IT009,6.30
SV03806,ENG02,9.60
SV03806,MATH05,6.30
SV03806,MATH04,5.50
SV03807,IT009,3.90
SV03807,IT008,3.50
SV03807,IT002,3.90
SV03807,ENG01,6.40
SV03807,MATH05,9.10
SV03807,MATH04,3.30
SV03807,IT007,8.40
SV03808,IT001,3.80
SV03808,ENG03,6.10
SV03808,MATH01,4.00
SV03808,IT010,8.60
SV03808,ENG02,5.90
SV03808,MATH02,9.30
SV03808,IT005,7.10
SV03808,IT004,8.90
SV03809,IT007,4.90
SV03809,ENG02,8.10
SV03809,MATH01,4.90
SV03809,ENG03,4.90
SV03809,IT002,9.90
SV03810,IT003,2.90
SV03810,ENG01,6.00
SV03810,IT006,3.40
SV03810,IT001,9.90
SV03810,MATH05,8.50
SV03810,MATH02,2.80
SV03810,IT009,5.10
SV03810,PHY02,3.40
SV03811,IT007,7.20
SV03811,IT003,4.00
SV03811,IT006,3.80
SV03811,MATH04,4.60
SV03811,IT002,5.00
SV03811,IT004,5.20
SV03811,MATH03,7.40
SV03811,ENG02,2.40
SV03811,IT008,7.80
SV03811,IT010,4.50
SV03812,IT007,9.70
SV03812,IT006,2.60
SV03812,IT008,4.20
SV03812,IT004,7.20
SV03812,IT009,2.00
SV03812,ENG03,4.90
SV03812,IT003,9.90
SV03813,MATH02,4.60
SV03813,PHY02,3.10
SV03813,IT007,7.30
SV03813,IT006,9.70
SV03813,IT002,7.80
SV03813,ENG03,3.20
SV03813,MATH01,4.90
SV03813,IT003,6.80
SV03813,IT001,6.50
SV03813,ENG01,3.40
SV03814,IT003,4.80
SV03814,IT007,9.70
SV03814,PHY01,3.10
SV03814,MATH03,3.60
SV03814,IT005,7.30
SV03814,MATH02,7.90
SV03815,IT008,3.50
SV03815,MATH03,8.20
SV03815,ENG02,7.60
SV03815,MATH02,2.50
SV03815,ENG03,3.90
SV03815,IT009,4.10
SV03815,PHY01,4.70
SV03815,PHY02,8.20
SV03816,IT004,3.70
SV03816,IT010,2.80
SV03816,IT003,4.70
SV03816,IT008,5.60
SV03816,MATH03,5.00
SV03817,ENG01,7.50
SV03817,PHY02,3.50
SV03817,MATH04,6.60
SV03817,ENG02,2.20
SV03817,IT007,7.20
SV03818,IT009,3.60
SV03818,IT007,5.70
SV03818,MATH04,3.40
SV03818,MATH01,4.50
SV03818,IT002,4.30
SV03819,MATH01,8.30
SV03819,IT008,7.00
SV03819,MATH05,4.90
SV03819,MATH04,8.00
SV03819,ENG02,7.10
SV03819,MATH02,7.50
SV03819,IT007,7.40
SV03819,PHY01,4.30
SV03820,MATH03,6.10
SV03820,MATH05,6.00
SV03820,IT008,4.80
SV03820,IT010,8.10
SV03820,IT002,9.90
SV03820,IT009,6.00
SV03820,PHY02,5.20
SV03820,ENG03,3.00
SV03820,MATH04,8.80
SV03821,IT001,7.10
SV03821,MATH05,5.90
SV03821,IT010,4.00
SV03821,MATH02,6.60
SV03821,MATH04,6.10
SV03821,ENG02,4.70
SV03821,ENG03,3.90
SV03821,ENG01,2.00
SV03822,PHY01,2.50
SV03822,ENG01,5.50
SV03822,IT002,9.30
SV03822,IT007,2.60
SV03822,MATH05,9.40
SV03822,PHY02,5.00
SV03822,IT005,4.80
SV03822,ENG02,8.00
SV03822,IT010,7.00
SV03822,MATH01,9.70
SV03823,ENG01,10.00
SV03823,MATH02,8.30
SV03823,IT009,7.70
SV03823,IT007,2.20
SV03823,ENG02,9.70
SV03823,IT010,3.20
SV03823,PHY01,5.60
SV03823,IT005,2.30
SV03823,IT008,5.00
SV03823,IT002,6.40
SV03824,ENG03,6.00
SV03824,IT005,9.70
SV03824,IT007,8.70
SV03824,PHY01,5.90
SV03824,MATH01,3.20
SV03825,IT006,6.00
SV03825,MATH02,7.30
SV03825,IT001,9.70
SV03825,IT005,7.40
SV03825,ENG03,7.20
SV03825,MATH01,9.80
SV03826,IT004,4.70
SV03826,MATH03,7.80
SV03826,IT006,4.90
SV03826,MATH01,8.10
SV03826,ENG01,6.80
SV03827,IT004,3.60
SV03827,IT006,5.70
SV03827,MATH04,9.40
SV03827,IT009,3.10
SV03827,MATH01,7.20
SV03828,IT007,5.10
SV03828,MATH02,3.10
SV03828,IT005,8.00
SV03828,IT004,8.70
SV03828,PHY01,3.60
SV03828,IT003,6.40
SV03828,MATH01,2.50
SV03828,MATH05,9.50
SV03828,ENG01,9.70
SV03829,MATH05,5.40
SV03829,ENG01,2.10
SV03829,PHY02,8.30
SV03829,MATH04,3.20
SV03829,ENG03,2.70
SV03829,IT006,2.70
SV03829,IT003,2.80
SV03829,IT004,8.70
SV03830,IT003,4.90
SV03830,ENG03,9.30
SV03830,IT008,3.70
SV03830,PHY02,9.90
SV03830,ENG02,8.70
SV03831,MATH01,7.40
SV03831,IT006,6.30
SV03831,IT009,6.80
SV03831,IT007,4.30
SV03831,IT004,4.90
SV03831,MATH04,3.10
SV03831,IT005,5.70
SV03831,IT008,7.00
SV03831,PHY02,6.60
SV03832,MATH03,5.30
SV03832,IT004,4.40
SV03832,IT007,7.50
SV03832,MATH01,5.50
SV03832,IT005,6.60
SV03832,ENG01,5.00
SV03832,IT002,7.10
SV03832,MATH04,4.00
SV03832,ENG03,3.30
SV03833,PHY01,8.30
SV03833,IT009,9.90
SV03833,IT006,2.10
SV03833,MATH03,7.40
SV03833,IT003,7.30
SV03833,MATH04,7.90
SV03833,MATH02,2.00
SV03833,ENG03,2.80
SV03834,IT008,8.90
SV03834,IT004,6.90
SV03834,IT001,9.10
SV03834,IT006,3.70
SV03834,IT005,7.70
SV03834,MATH03,5.00
SV03834,MATH04,8.00
SV03834,IT007,5.10
SV03834,IT009,6.30
SV03835,IT009,8.00
SV03835,IT002,2.20
SV03835,IT008,3.70
SV03835,ENG01,7.30
SV03835,MATH05,6.50
SV03835,IT005,4.30
SV03835,IT004,8.90
SV03835,ENG02,3.10
SV03835,IT003,8.90
SV03836,MATH03,4.60
SV03836,MATH01,6.20
SV03836,IT007,6.00
SV03836,PHY01,8.90
SV03836,MATH02,7.60
SV03837,IT010,6.50
SV03837,IT009,2.30
SV03837,IT001,8.30
SV03837,ENG01,2.60
SV03837,PHY02,4.60
SV03837,MATH01,5.40
SV03838,IT005,9.70
SV03838,MATH03,6.60
SV03838,IT006,2.50
SV03838,IT001,4.80
SV03838,ENG03,5.50
SV03838,ENG02,3.30
SV03838,PHY02,5.00
SV03838,IT007,3.00
SV03839,MATH02,3.00
SV03839,MATH04,9.80
SV03839,IT003,5.80
SV03839,IT002,5.30
SV03839,MATH01,2.70
SV03840,IT002,6.90
SV03840,MATH02,9.50
SV03840,IT007,8.70
SV03840,IT003,4.30
SV03840,ENG01,7.70
SV03840,IT010,8.70
SV03840,IT006,5.70
SV03840,IT001,10.00
SV03840,ENG02,7.80
SV03840,ENG03,4.90
SV03841,MATH02,4.00
SV03841,MATH01,9.60
SV03841,IT002,7.40
SV03841,MATH03,5.60
SV03841,IT001,9.00
SV03841,IT004,4.30
SV03841,IT008,9.30
SV03841,PHY01,10.00
SV03842,IT010,9.70
SV03842,ENG02,3.40
SV03842,IT008,5.90
SV03842,PHY01,7.60
SV03842,IT001,7.80
SV03843,MATH01,3.90
SV03843,IT007,3.10
SV03843,IT006,7.20
SV03843,PHY01,9.90
SV03843,IT003,8.60
SV03843,IT008,2.10
SV03844,ENG02,5.60
SV03844,IT003,6.90
SV03844,MATH03,8.50
SV03844,MATH02,2.90
SV03844,IT007,6.90
SV03844,IT009,4.00
SV03844,IT002,7.00
SV03845,IT003,6.50
SV03845,IT010,4.90
SV03845,MATH05,3.80
SV03845,ENG02,9.00
SV03845,ENG03,4.50
SV03845,IT009,2.40
SV03845,MATH01,9.50
SV03845,ENG01,2.40
SV03845,PHY02,3.10
SV03845,IT004,8.20
SV03846,IT007,9.80
SV03846,IT004,3.60
SV03846,MATH05,7.20
SV03846,IT003,9.40
SV03846,PHY01,5.30
SV03847,ENG02,9.60
SV03847,IT004,8.00
SV03847,MATH05,6.00
SV03847,MATH01,3.80
SV03847,IT006,7.90
SV03847,MATH03,2.10
SV03847,MATH04,5.80
SV03848,MATH01,7.70
SV03848,MATH02,8.30
SV03848,IT004,7.90
SV03848,PHY02,8.20
SV03848,IT006,4.70
SV03848,ENG02,7.70
SV03848,IT005,3.30
SV03848,IT009,5.90
SV03848,ENG01,4.50
SV03849,IT004,6.60
SV03849,ENG01,7.70
SV03849,ENG02,2.50
SV03849,ENG03,6.20
SV03849,IT007,5.60
SV03849,IT001,7.40
SV03849,IT006,3.40
SV03849,IT003,5.00
SV03849,PHY02,8.30
SV03850,MATH02,5.80
SV03850,IT007,2.20
SV03850,IT008,2.90
SV03850,ENG03,4.20
SV03850,ENG02,9.90
SV03850,MATH05,6.50
SV03851,IT004,7.10
SV03851,IT007,3.50
SV03851,IT002,7.20
SV03851,MATH05,9.30
SV03851,MATH03,3.60
SV03852,MATH05,3.60
SV03852,ENG02,4.10
SV03852,IT006,4.50
SV03852,MATH04,3.70
SV03852,PHY02,6.30
SV03852,ENG03,4.30
SV03852,MATH03,4.10
SV03853,ENG03,7.10
SV03853,ENG02,2.80
SV03853,IT008,8.90
SV03853,IT007,4.40
SV03853,IT002,4.40
SV03853,MATH03,8.60
SV03853,PHY01,5.40
SV03853,IT004,7.80
SV03854,ENG02,4.90
SV03854,MATH03,7.90
SV03854,IT002,9.10
SV03854,IT008,9.70
SV03854,IT010,5.30
SV03854,MATH01,8.30
SV03854,IT006,7.40
SV03854,PHY02,2.70
SV03854,MATH05,6.00
SV03855,IT005,7.10
SV03855,ENG02,7.60
SV03855,ENG03,9.90
SV03855,IT007,7.60
SV03855,IT009,6.10
SV03855,PHY02,7.80
SV03855,ENG01,7.20
SV03855,IT002,9.50
SV03855,MATH01,2.80
SV03855,MATH02,2.20
SV03856,IT003,7.20
SV03856,MATH01,6.00
SV03856,PHY01,8.10
SV03856,MATH02,3.50
SV03856,IT010,9.30
SV03856,ENG03,8.20
SV03856,IT009,4.70
SV03856,MATH04,2.50
SV03856,IT005,8.20
SV03857,IT004,2.30
SV03857,IT001,2.80
SV03857,PHY01,2.90
SV03857,MATH01,9.50
SV03857,IT006,8.50
SV03857,IT007,6.90
SV03857,PHY02,2.80
SV03857,IT003,9.70
SV03858,MATH01,9.30
SV03858,IT002,3.50
SV03858,MATH05,7.00
SV03858,ENG03,6.30
SV03858,ENG01,4.80
SV03859,MATH04,5.00
SV03859,IT002,5.40
SV03859,PHY01,9.50
SV03859,IT006,2.70
SV03859,IT005,3.60
SV03860,IT007,5.70
SV03860,ENG02,8.10
SV03860,MATH03,7.40
SV03860,IT006,2.30
SV03860,PHY02,9.40
SV03861,MATH04,4.50
SV03861,MATH05,9.90
SV03861,IT008,4.80
SV03861,MATH03,7.60
SV03861,ENG02,8.80
SV03861,IT002,7.50
SV03861,IT005,3.60
SV03862,PHY01,7.70
SV03862,PHY02,4.90
SV03862,MATH01,7.70
SV03862,ENG03,2.80
SV03862,ENG01,9.50
SV03862,ENG02,2.00
SV03862,IT003,6.20
SV03862,IT009,2.90
SV03862,IT004,9.50
SV03862,IT006,2.30
SV03863,PHY02,6.00
SV03863,MATH01,6.70
SV03863,MATH03,4.60
SV03863,ENG02,4.70
SV03863,IT005,4.60
SV03863,IT001,3.20
SV03863,IT002,3.00
SV03863,MATH05,7.80
SV03863,ENG03,7.90
SV03864,IT005,3.10
SV03864,IT002,9.10
SV03864,MATH01,2.20
SV03864,MATH03,8.10
SV03864,IT007,9.60
SV03864,ENG02,9.70
SV03864,IT006,6.90
SV03864,IT010,2.90
SV03864,MATH04,5.10
SV03864,MATH05,7.70
SV03865,IT003,2.50
SV03865,MATH02,7.50
SV03865,IT008,7.60
SV03865,IT006,9.60
SV03865,IT001,5.00
SV03865,PHY02,9.70
SV03865,MATH05,7.00
SV03865,ENG01,7.30
SV03865,MATH01,5.30
SV03865,ENG02,2.30
SV03866,IT002,8.60
SV03866,IT007,3.10
SV03866,MATH02,8.60
SV03866,IT010,8.00
SV03866,MATH01,7.40
SV03866,ENG01,2.30
SV03866,ENG02,5.10
SV03866,IT008,3.30
SV03866,IT009,9.10
SV03867,IT005,9.40
SV03867,IT007,3.40
SV03867,ENG03,7.60
SV03867,IT010,5.50
SV03867,ENG02,8.20
SV03868,MATH02,3.60
SV03868,IT001,3.40
SV03868,PHY02,7.80
SV03868,PHY01,9.10
SV03868,MATH01,8.20
SV03869,MATH05,4.30
SV03869,IT008,5.20
SV03869,IT009,7.50
SV03869,IT010,2.90
SV03869,IT003,4.80
SV03869,IT004,9.60
SV03869,IT005,5.60
SV03870,IT001,4.70
SV03870,IT010,7.70
SV03870,MATH05,6.20
SV03870,PHY02,5.90
SV03870,ENG03,6.90
SV03871,ENG03,9.40
SV03871,MATH03,6.70
SV03871,MATH05,5.30
SV03871,IT010,6.40
SV03871,IT008,4.30
SV03871,IT006,8.80
SV03871,IT004,4.90
SV03872,MATH04,3.60
SV03872,IT009,5.50
SV03872,MATH05,7.30
SV03872,IT007,4.10
SV03872,IT005,3.60
SV03873,IT004,7.80
SV03873,IT001,9.70
SV03873,IT008,3.70
SV03873,IT010,7.60
SV03873,IT005,9.50
SV03873,PHY02,3.50
SV03873,MATH05,9.90
SV03874,MATH04,7.30
SV03874,IT004,2.20
SV03874,ENG01,8.60
SV03874,IT009,3.00
SV03874,IT008,4.40
SV03874,ENG02,8.30
SV03875,PHY02,8.70
SV03875,MATH01,4.60
SV03875,MATH02,7.30
SV03875,IT006,3.10
SV03875,MATH03,3.60
SV03875,IT005,3.10
SV03875,IT004,6.70
SV03875,ENG01,8.00
SV03875,PHY01,9.30
SV03875,MATH04,8.90
SV03876,PHY02,8.80
SV03876,IT008,4.60
SV03876,MATH05,3.70
SV03876,IT007,8.20
SV03876,IT002,3.20
SV03876,IT001,7.30
SV03876,PHY01,9.00
SV03877,PHY01,6.50
SV03877,ENG02,7.80
SV03877,IT009,9.40
SV03877,IT004,7.00
SV03877,MATH02,2.10
SV03877,MATH04,3.70
SV03877,IT005,7.20
SV03877,ENG03,6.60
SV03878,IT001,3.80
SV03878,MATH03,4.20
SV03878,MATH04,7.90
SV03878,MATH05,4.20
SV03878,IT004,7.90
SV03878,ENG02,7.00
SV03878,IT005,3.30
SV03878,IT002,4.10
SV03879,IT008,9.40
SV03879,IT006,8.60
SV03879,MATH03,2.10
SV03879,IT004,4.20
SV03879,IT002,4.30
SV03879,ENG02,3.20
SV03880,MATH01,3.40
SV03880,IT009,3.70
SV03880,IT001,2.70
SV03880,IT010,2.70
SV03880,MATH02,2.40
SV03880,IT007,4.60
SV03880,MATH04,6.60
SV03881,MATH05,8.50
SV03881,MATH01,2.70
SV03881,PHY02,7.40
SV03881,ENG01,7.80
SV03881,IT006,3.60
SV03881,ENG02,9.60
SV03881,IT002,8.70
SV03881,IT003,4.50
SV03881,IT009,7.30
SV03881,MATH04,9.70
SV03882,IT009,5.30
SV03882,MATH03,6.90
SV03882,IT010,6.00
SV03882,ENG02,4.30
SV03882,ENG03,10.00
SV03882,IT003,8.10
SV03882,IT002,2.30
SV03882,MATH02,8.80
SV03882,IT008,5.10
SV03882,MATH04,2.20
SV03883,IT002,6.20
SV03883,IT005,6.40
SV03883,IT003,8.60
SV03883,ENG03,9.40
SV03883,IT007,5.40
SV03883,IT009,3.20
SV03883,IT008,4.90
SV03883,MATH04,6.60
SV03884,IT008,2.00
SV03884,ENG01,5.00
SV03884,IT003,6.70
SV03884,ENG03,4.50
SV03884,IT002,4.70
SV03884,MATH04,6.40
SV03884,ENG02,5.60
SV03884,IT004,7.50
SV03884,MATH05,4.20
SV03885,MATH03,6.60
SV03885,IT005,4.90
SV03885,IT010,4.60
SV03885,MATH02,7.40
SV03885,IT001,3.90
SV03885,IT006,9.10
SV03885,ENG03,9.30
SV03885,IT004,8.50
SV03885,IT007,6.50
SV03886,IT008,5.20
SV03886,IT006,4.70
SV03886,ENG03,6.40
SV03886,IT009,4.80
SV03886,IT001,4.50
SV03886,IT004,7.10
SV03886,MATH03,2.70
SV03886,PHY02,7.00
SV03886,PHY01,5.80
SV03886,IT002,9.70
SV03887,IT004,4.70
SV03887,MATH01,8.90
SV03887,IT003,8.80
SV03887,IT005,9.60
SV03887,IT002,9.30
SV03887,IT001,2.40
SV03888,MATH03,9.00
SV03888,IT002,3.10
SV03888,MATH04,2.20
SV03888,MATH01,9.40
SV03888,ENG03,3.70
SV03888,IT004,6.70
SV03888,PHY01,5.70
SV03888,PHY02,5.00
SV03888,ENG01,9.50
SV03889,IT010,8.20
SV03889,MATH02,3.70
SV03889,IT004,4.80
SV03889,ENG02,6.40
SV03889,IT006,4.50
SV03890,IT003,5.50
SV03890,ENG02,8.40
SV03890,IT009,9.60
SV03890,IT008,2.40
SV03890,MATH02,2.00
SV03890,ENG01,2.70
SV03890,MATH03,3.60
SV03891,ENG02,2.20
SV03891,IT010,7.30
SV03891,ENG03,5.50
SV03891,MATH03,9.20
SV03891,MATH02,4.00
SV03891,PHY02,7.10
SV03891,MATH05,4.10
SV03891,IT006,8.20
SV03892,PHY01,2.40
SV03892,ENG01,9.50
SV03892,IT009,4.10
SV03892,IT006,4.10
SV03892,IT005,4.90
SV03892,MATH05,6.40
SV03892,MATH02,2.40
SV03892,MATH04,8.50
SV03892,MATH01,9.90
SV03892,IT007,7.30
SV03893,IT004,9.70
SV03893,ENG01,9.70
SV03893,MATH05,3.70
SV03893,IT002,2.00
SV03893,IT001,8.50
SV03893,IT007,10.00
SV03893,IT006,2.70
SV03893,IT005,5.00
SV03893,ENG02,3.30
SV03893,ENG03,7.10
SV03894,IT009,8.30
SV03894,IT005,6.00
SV03894,IT006,8.00
SV03894,IT001,9.10
SV03894,MATH01,8.60
SV03895,IT007,4.00
SV03895,PHY01,8.10
SV03895,IT008,3.80
SV03895,IT001,6.40
SV03895,MATH05,9.30
SV03895,MATH03,8.40
SV03895,ENG01,2.70
SV03895,IT009,5.30
SV03896,ENG03,6.50
SV03896,PHY02,5.60
SV03896,ENG01,2.70
SV03896,IT008,10.00
SV03896,IT003,7.00
SV03896,MATH04,7.70
SV03896,IT006,6.40
SV03896,PHY01,2.00
SV03896,ENG02,2.60
SV03896,IT004,5.30
SV03897,IT004,6.60
SV03897,MATH03,3.90
SV03897,IT002,3.50
SV03897,IT005,4.20
SV03897,IT009,5.60
SV03897,PHY02,4.60
SV03897,ENG03,8.20
SV03897,MATH01,4.90
SV03897,IT008,3.70
SV03898,IT006,2.50
SV03898,IT002,6.30
SV03898,IT010,8.80
SV03898,ENG03,5.20
SV03898,IT004,5.60
SV03898,ENG02,6.90
SV03898,MATH03,6.60
SV03898,IT009,2.70
SV03899,MATH03,6.60
SV03899,IT002,7.50
SV03899,MATH01,7.50
SV03899,PHY01,5.50
SV03899,IT006,7.50
SV03899,IT001,4.00
SV03899,IT009,4.30
SV03899,ENG03,2.50
SV03899,IT008,4.90
SV03899,MATH05,9.10
SV03900,IT002,6.00
SV03900,IT010,8.50
SV03900,ENG03,3.90
SV03900,IT007,4.20
SV03900,MATH05,6.70
SV03900,IT003,8.50
SV03901,PHY02,5.10
SV03901,MATH02,8.00
SV03901,MATH05,9.30
SV03901,IT005,7.80
SV03901,PHY01,3.80
SV03901,IT006,2.80
SV03901,IT008,9.30
SV03901,IT003,9.40
SV03901,IT007,10.00
SV03901,ENG02,2.00
SV03902,MATH04,8.90
SV03902,IT010,9.20
SV03902,IT002,8.00
SV03902,ENG01,9.40
SV03902,ENG02,6.60
SV03902,IT004,5.30
SV03902,ENG03,9.00
SV03902,IT005,9.80
SV03903,ENG02,7.60
SV03903,ENG01,3.00
SV03903,PHY01,9.10
SV03903,MATH05,7.00
SV03903,IT007,4.60
SV03903,IT002,9.40
SV03903,MATH03,6.50
SV03903,IT008,4.50
SV03903,IT009,6.40
SV03903,IT010,4.60
SV03904,MATH04,4.00
SV03904,IT010,3.90
SV03904,MATH05,3.30
SV03904,IT009,8.70
SV03904,MATH02,9.10
SV03904,PHY01,6.30
SV03904,IT001,3.80
SV03904,IT007,3.10
SV03904,IT003,8.40
SV03904,ENG01,4.70
SV03905,MATH04,8.30
SV03905,IT010,5.40
SV03905,IT006,6.40
SV03905,IT001,8.40
SV03905,MATH02,4.00
SV03905,IT008,6.90
SV03905,MATH05,4.60
SV03905,MATH01,5.50
SV03905,ENG01,5.40
SV03905,ENG03,6.70
SV03906,MATH04,7.00
SV03906,ENG02,5.70
SV03906,MATH01,9.10
SV03906,PHY02,10.00
SV03906,ENG01,5.50
SV03906,PHY01,6.20
SV03906,IT007,9.80
SV03906,IT005,3.30
SV03906,IT010,7.40
SV03906,IT008,3.60
SV03907,IT008,2.00
SV03907,MATH02,4.20
SV03907,IT001,3.50
SV03907,MATH04,4.90
SV03907,PHY01,8.50
SV03907,IT006,3.30
SV03907,MATH03,8.20
SV03908,MATH03,6.10
SV03908,IT001,8.50
SV03908,MATH01,2.10
SV03908,MATH04,8.70
SV03908,IT005,7.60
SV03908,IT008,5.30
SV03908,ENG03,10.00
SV03908,IT004,6.20
SV03909,ENG02,6.70
SV03909,MATH05,2.00
SV03909,ENG01,8.00
SV03909,PHY02,9.00
SV03909,ENG03,8.60
SV03909,IT003,9.60
SV03910,IT007,4.40
SV03910,IT005,6.00
SV03910,MATH05,2.50
SV03910,PHY01,5.40
SV03910,IT002,9.60
SV03910,IT010,3.60
SV03910,ENG02,9.10
SV03910,ENG01,3.00
SV03910,IT008,6.80
SV03911,ENG01,2.30
SV03911,PHY01,5.10
SV03911,MATH04,9.10
SV03911,IT002,9.00
SV03911,IT001,5.40
SV03911,MATH01,4.10
SV03912,IT009,6.80
SV03912,IT007,2.30
SV03912,ENG01,5.70
SV03912,ENG02,8.40
SV03912,MATH05,7.60
SV03912,IT003,8.20
SV03913,MATH03,5.10
SV03913,IT005,5.30
SV03913,IT006,9.60
SV03913,IT007,7.20
SV03913,IT009,6.20
SV03914,IT006,5.60
SV03914,MATH01,8.70
SV03914,IT004,9.40
SV03914,PHY02,7.80
SV03914,IT003,5.40
SV03914,IT005,6.40
SV03914,IT002,7.90
SV03914,ENG02,6.80
SV03914,ENG03,4.80
SV03915,PHY01,9.70
SV03915,IT010,7.90
SV03915,MATH05,5.60
SV03915,ENG02,6.30
SV03915,IT006,5.10
SV03915,ENG01,8.50
SV03915,IT001,8.60
SV03915,IT008,3.70
SV03915,IT004,5.50
SV03916,PHY01,7.80
SV03916,PHY02,7.50
SV03916,IT006,3.00
SV03916,ENG02,7.10
SV03916,IT008,3.00
SV03916,IT010,5.50
SV03916,IT009,7.50
SV03917,IT010,6.80
SV03917,MATH04,7.30
SV03917,MATH05,2.70
SV03917,IT002,5.10
SV03917,IT003,9.40
SV03917,ENG01,9.50
SV03917,MATH02,8.30
SV03917,IT009,9.10
SV03918,MATH04,6.70
SV03918,ENG01,8.90
SV03918,PHY01,5.50
SV03918,IT002,2.40
SV03918,MATH02,9.80
SV03918,IT008,4.20
SV03918,MATH03,4.80
SV03918,ENG02,7.10
SV03918,IT004,8.00
SV03919,PHY01,7.70
SV03919,ENG02,8.20
SV03919,IT004,6.50
SV03919,IT007,9.30
SV03919,MATH05,7.60
SV03919,PHY02,9.50
SV03919,IT002,7.10
SV03919,MATH04,2.80
SV03919,IT010,2.70
SV03920,ENG01,5.50
SV03920,MATH03,8.10
SV03920,IT007,8.40
SV03920,IT008,8.60
SV03920,IT009,7.70
SV03921,IT005,6.40
SV03921,IT004,4.10
SV03921,ENG03,9.80
SV03921,MATH03,6.50
SV03921,ENG01,4.00
SV03921,MATH05,9.20
SV03922,IT002,8.40
SV03922,MATH03,8.20
SV03922,IT009,7.90
SV03922,IT008,6.00
SV03922,ENG02,5.50
SV03922,MATH04,8.90
SV03922,IT003,10.00
SV03923,IT005,5.80
SV03923,ENG03,2.20
SV03923,IT003,6.10
SV03923,MATH04,8.00
SV03923,PHY01,9.10
SV03923,IT010,7.80
SV03923,IT004,7.70
SV03924,IT006,3.10
SV03924,IT010,4.40
SV03924,IT001,8.10
SV03924,IT005,7.80
SV03924,PHY01,9.90
SV03924,PHY02,8.80
SV03925,MATH04,9.70
SV03925,IT005,5.70
SV03925,IT006,4.90
SV03925,ENG02,9.40
SV03925,IT008,4.30
SV03925,MATH05,2.70
SV03925,MATH03,2.10
SV03925,ENG03,7.50
SV03925,IT010,4.60
SV03926,PHY01,5.60
SV03926,IT002,8.40
SV03926,MATH05,2.60
SV03926,MATH03,8.20
SV03926,IT010,6.10
SV03927,IT009,8.50
SV03927,IT007,7.20
SV03927,IT010,2.60
SV03927,ENG01,5.90
SV03927,ENG02,7.30
SV03927,MATH04,4.10
SV03927,IT004,4.20
SV03927,MATH05,5.30
SV03927,IT002,4.10
SV03928,IT004,8.80
SV03928,IT008,3.60
SV03928,ENG01,7.20
SV03928,IT001,9.00
SV03928,MATH05,5.80
SV03928,IT009,7.70
SV03928,MATH03,7.40
SV03928,ENG02,6.20
SV03928,ENG03,4.80
SV03928,MATH01,6.00
SV03929,MATH01,9.50
SV03929,MATH05,6.80
SV03929,IT007,4.40
SV03929,IT008,8.00
SV03929,IT003,2.10
SV03929,MATH04,6.10
SV03929,IT001,8.10
SV03929,ENG03,9.70
SV03929,IT006,7.50
SV03930,MATH01,9.70
SV03930,ENG02,4.30
SV03930,IT001,5.80
SV03930,IT003,5.60
